rule_id,name,domain,path,status,severity,category,resource,resource_type,source_id,evidence_mode,evidence_type,assessment_methods,frameworks,control_refs,control_families,metadata_tags,derived_tags,all_tags,risk_categories,mitre,remediation,risk_statement,remediation_intent,auditor_guidance
cicd-build-provenance-verified,Cicd Build Provenance Verified,cicd,policies/cicd/cicd-build-provenance-verified.yaml,active,medium,cicd,cicd::build,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,build; cicd; generated; provenance; slsa,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; build; cel; cicd; evidence:delivery_pipeline_control; generated; policy; provenance; slsa,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore build provenance verified controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-dependency-review-required,Cicd Dependency Review Required,cicd,policies/cicd/cicd-dependency-review-required.yaml,active,medium,cicd,cicd::repository,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,cicd; dependency; dependency-review; generated,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; cel; cicd; dependency; dependency-review; evidence:delivery_pipeline_control; generated; policy,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore dependency review required controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-iac-plan-approval-required,Cicd Iac Plan Approval Required,cicd,policies/cicd/cicd-iac-plan-approval-required.yaml,active,medium,cicd,cicd::pipeline,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,approval; cicd; generated; iac,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,approval; assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; generated; iac; policy,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore iac plan approval required controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-release-separation-of-duties,Cicd Release Separation Of Duties,cicd,policies/cicd/cicd-release-separation-of-duties.yaml,active,medium,cicd,cicd::release,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,cicd; generated; release; separation-of-duties,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; generated; policy; release; separation-of-duties,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore release separation of duties controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-secret-scanning-blocking-required,Cicd Secret Scanning Blocking Required,cicd,policies/cicd/cicd-secret-scanning-blocking-required.yaml,active,medium,cicd,cicd::repository,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,cicd; generated; scanning; secret; secrets,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; generated; policy; scanning; secret; secrets,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore secret scanning blocking required controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-slsa-build-level-below-2,Cicd SLSA Build Level Below 2,cicd,policies/cicd/cicd-slsa-build-level-below-2.yaml,active,medium,cicd,cicd::build,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,cicd; generated; slsa,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; generated; policy; slsa,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore slsa build level below 2 controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-slsa-build-level-below-3-critical-service,Cicd SLSA Build Level Below 3 Critical Service,cicd,policies/cicd/cicd-slsa-build-level-below-3-critical-service.yaml,active,high,cicd,cicd::build,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,cicd; critical-service; generated; slsa,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; cel; cicd; critical-service; evidence:delivery_pipeline_control; generated; policy; slsa,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore slsa build level below 3 critical service controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-unpinned-third-party-action,Cicd Unpinned Third Party Action,cicd,policies/cicd/cicd-unpinned-third-party-action.yaml,active,medium,cicd,cicd::workflow,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,cicd; generated; github-actions; supply-chain; unpinned,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; generated; github-actions; policy; supply-chain; unpinned,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore unpinned third party action controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cicd-untrusted-fork-write-token,Cicd Untrusted Fork Write Token,cicd,policies/cicd/cicd-untrusted-fork-write-token.yaml,active,high,cicd,cicd::workflow,,policy,cel,delivery_pipeline_control,examine; test,ISO 27001:2022; NIST 800-53 r5; SOC 2,ISO 27001:2022 A.8.25; ISO 27001:2022 A.8.32; ISO 27001:2022 A.8.8; NIST 800-53 r5 SA-10; NIST 800-53 r5 SA-15; NIST 800-53 r5 SR-4; SOC 2 CC6.1; SOC 2 CC7.1; SOC 2 CC8.1,ISO 27001:2022 A.8 Technology Controls; NIST 800-53 r5 SA System and Services Acquisition; NIST 800-53 r5 SR Supply Chain Risk Management; SOC 2 CC6 Logical and Physical Access; SOC 2 CC7 System Operations; SOC 2 CC8 Change Management,cicd; fork; generated; token; untrusted,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; policy,assessment:examine; assessment:test; cel; cicd; evidence:delivery_pipeline_control; fork; generated; policy; token; untrusted,CHANGE_CONTROL; SUPPLY_CHAIN,,"Restore untrusted fork write token controls to the approved state, capture owner approval, and retain evidence from the authoritative system.","Build, deployment, or release controls may allow unauthorized changes, secret exposure, or unreviewed execution.","Harden pipeline configuration, protect credentials and runners, and retain pipeline configuration evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
cisa-kev-vulnerability-present,CISA KEV Vulnerability Present,runtime,policies/runtime/kev-vulnerability-detected.yaml,active,critical,runtime,vulnerability::finding,,policy,cel,runtime_threat_signal,examine; test,CIS Controls v8; NIST 800-53 r5; PCI DSS v4.0.1,CIS Controls v8 7; NIST 800-53 r5 RA-5; NIST 800-53 r5 SI-2; PCI DSS v4.0.1 11.3; PCI DSS v4.0.1 6.3,CIS Controls v8 7 Continuous Vulnerability Management; NIST 800-53 r5 RA Risk Assessment; NIST 800-53 r5 SI System and Information Integrity; PCI DSS v4.0.1 11 Security Testing; PCI DSS v4.0.1 6 Secure Systems and Software,actively-exploited; cisa; kev; runtime; vulnerability,assessment:examine; assessment:test; cel; evidence:runtime_threat_signal; policy; runtime,actively-exploited; assessment:examine; assessment:test; cel; cisa; evidence:runtime_threat_signal; kev; policy; runtime; vulnerability,VULNERABILITY,,Prioritize patching this vulnerability as it is actively exploited in the wild.,"Runtime threat evidence may indicate active compromise, malware, abuse, or policy bypass.","Triage the runtime signal, contain affected assets, remediate the root cause, and retain incident evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
compliance-background-checks,Background Checks on New Hires,compliance,policies/compliance/compliance-background-checks.yaml,active,high,compliance,,employee,policy,query,control_procedure,examine; interview,HIPAA; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,HIPAA 164.312; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; NIST 800-53 r5 PS-3; PCI DSS v4.0.1 12.7; SOC 2 CC1.4; SOC 2 CC1.5,HIPAA 164.312 Technical Safeguards; ISO 27001:2022 A.6 People Controls; NIST 800-53 r5 PS Personnel Security; PCI DSS v4.0.1 12 Security Program; SOC 2 CC1 Control Environment,background-check; compliance; hr; onboarding,assessment:examine; assessment:interview; compliance; evidence:control_procedure; policy; query,assessment:examine; assessment:interview; background-check; compliance; evidence:control_procedure; hr; onboarding; policy; query,,,Complete background checks for all employees before or shortly after their start date.,"Required governance, review, approval, or procedural evidence may be missing or incomplete.","Complete the required procedure, attach supporting evidence, and record owner approval.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
