framework,control_id,control_ref,control_family,control_match_source,mapping_confidence,mapping_rationale,source_coverage_refs,finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-aws-access-key-id-open,GitHub Secret Scanning Aws Access Key Id Alert Open,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-aws-access-key-id-push-protection-bypassed,GitHub Secret Scanning Aws Access Key Id Push Protection Bypassed,policy,policy,event,critical,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-aws-access-key-id-resolution-false-positive,GitHub Secret Scanning Aws Access Key Id Resolution False Positive,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-aws-access-key-id-resolution-used-in-tests,GitHub Secret Scanning Aws Access Key Id Resolution Used In Tests,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-aws-access-key-id-resolution-wont-fix,GitHub Secret Scanning Aws Access Key Id Resolution Wont Fix,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-azure-storage-account-key-open,GitHub Secret Scanning Azure Storage Account Key Alert Open,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-azure-storage-account-key-push-protection-bypassed,GitHub Secret Scanning Azure Storage Account Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-azure-storage-account-key-resolution-false-positive,GitHub Secret Scanning Azure Storage Account Key Resolution False Positive,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-azure-storage-account-key-resolution-used-in-tests,GitHub Secret Scanning Azure Storage Account Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-azure-storage-account-key-resolution-wont-fix,GitHub Secret Scanning Azure Storage Account Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-cloudflare-api-token-open,GitHub Secret Scanning Cloudflare Api Token Alert Open,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-cloudflare-api-token-push-protection-bypassed,GitHub Secret Scanning Cloudflare Api Token Push Protection Bypassed,policy,policy,event,critical,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-cloudflare-api-token-resolution-false-positive,GitHub Secret Scanning Cloudflare Api Token Resolution False Positive,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-cloudflare-api-token-resolution-used-in-tests,GitHub Secret Scanning Cloudflare Api Token Resolution Used In Tests,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-cloudflare-api-token-resolution-wont-fix,GitHub Secret Scanning Cloudflare Api Token Resolution Wont Fix,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-datadog-api-key-open,GitHub Secret Scanning Datadog Api Key Alert Open,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-datadog-api-key-push-protection-bypassed,GitHub Secret Scanning Datadog Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-datadog-api-key-resolution-false-positive,GitHub Secret Scanning Datadog Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-datadog-api-key-resolution-used-in-tests,GitHub Secret Scanning Datadog Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-datadog-api-key-resolution-wont-fix,GitHub Secret Scanning Datadog Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-app-private-key-open,GitHub Secret Scanning GitHub App Private Key Alert Open,policy,policy,event,critical,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-app-private-key-push-protection-bypassed,GitHub Secret Scanning GitHub App Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-app-private-key-resolution-false-positive,GitHub Secret Scanning GitHub App Private Key Resolution False Positive,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-app-private-key-resolution-used-in-tests,GitHub Secret Scanning GitHub App Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-app-private-key-resolution-wont-fix,GitHub Secret Scanning GitHub App Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-personal-access-token-open,GitHub Secret Scanning GitHub Personal Access Token Alert Open,policy,policy,event,critical,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-personal-access-token-push-protection-bypassed,GitHub Secret Scanning GitHub Personal Access Token Push Protection Bypassed,policy,policy,event,critical,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-personal-access-token-resolution-false-positive,GitHub Secret Scanning GitHub Personal Access Token Resolution False Positive,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-personal-access-token-resolution-used-in-tests,GitHub Secret Scanning GitHub Personal Access Token Resolution Used In Tests,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-github-personal-access-token-resolution-wont-fix,GitHub Secret Scanning GitHub Personal Access Token Resolution Wont Fix,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-heroku-api-key-open,GitHub Secret Scanning Heroku Api Key Alert Open,policy,policy,event,high,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-heroku-api-key-push-protection-bypassed,GitHub Secret Scanning Heroku Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
ISO 27001:2022,A.8.15,ISO 27001:2022 A.8.15,ISO 27001:2022 A.8 Technology Controls,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/audit_events,github-secops-secret-heroku-api-key-resolution-false-positive,GitHub Secret Scanning Heroku Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
