finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity,resolved_audit_domain,audit_language_source,evidence_type,assessment_methods,control_ref_count,source_matched_control_ref_count,source_backed_control_ref_count,control_refs_without_source_match_count,control_refs_without_source_match,source_coverage_ref_count,source_coverage_support_levels,source_coverage_high_value_count,compliance_evidence_status,review_flags
gcp-vertex-ai-dataset-public,GCP Vertex AI Dataset Public Access,policy,policy,event,critical,active,candidate,ai,catalog,ai_governance,examine; interview; test,13,1,1,12,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcp-vertex-ai-public-endpoint,GCP Vertex AI Public Endpoint,policy,policy,event,high,active,candidate,ai,catalog,ai_governance,examine; interview; test,13,2,2,11,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.2,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcp-vertex-dataset-cmek,GCP Vertex Dataset Cmek,policy,policy,event,medium,active,candidate,ai,catalog,ai_governance,examine; interview; test,8,1,1,7,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2,3,supported,3,partial_source_backed,partial_source_backed_control_refs
gcp-vertex-model-endpoint-private,GCP Vertex Model Endpoint Private,policy,policy,event,medium,active,candidate,ai,catalog,ai_governance,examine; interview; test,8,1,1,7,EU AI Act Art.13; EU AI Act Art.14; ISO 42001 A.2.2; ISO 42001 A.6.2.4; ISO 42001 A.8.2; ISO 42001 A.9.2; SOC 2 CC3.2,3,supported,3,partial_source_backed,partial_source_backed_control_refs
gcp-vpc-flow-logs-disabled,GCP Vpc Flow Logs Disabled,policy,policy,event,medium,active,candidate,gcp,catalog,cloud_configuration,examine; test,9,7,7,2,CIS Controls v8 6; SOC 2 CC8.1,2,supported,2,partial_source_backed,partial_source_backed_control_refs
gcr-excessive-privileges,Google Container Registry allows excessive high privileges to user/service accounts,policy,policy,event,high,active,candidate,cerebro,catalog,attack_path_context,examine; test,6,1,1,5,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,1,supported,1,partial_source_backed,partial_source_backed_control_refs
gcr-unscanned,GCP container registry contains an unscanned image that is used by a container,policy,policy,event,medium,active,candidate,cerebro,catalog,attack_path_context,examine; test,6,1,1,5,CIS Controls v8 7; NIST 800-53 r5 RA-5; NIST 800-53 r5 SI-2; PCI DSS v4.0.1 11.3; PCI DSS v4.0.1 6.3,2,supported,2,partial_source_backed,partial_source_backed_control_refs
github-actions-artifact-attestation-missing,Github Actions Artifact Attestation Missing,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-actions-dangerous-trigger,GitHub Actions Dangerous Trigger,policy,policy,event,high,active,candidate,github,catalog,source_control_governance,examine; test,4,0,0,4,NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-actions-oidc-subject-too-broad,Github Actions Oidc Subject Too Broad,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-actions-self-hosted-public,GitHub Actions Self-Hosted Runner on Public Repo,policy,policy,event,critical,active,candidate,github,catalog,source_control_governance,examine; test,7,1,1,6,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
github-admin-without-2fa,GitHub Admin Without 2FA,policy,policy,event,critical,active,candidate,identity,catalog,source_control_governance,examine; test,11,2,2,9,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 IA-2; NIST 800-53 r5 IA-5; PCI DSS v4.0.1 7.2; PCI DSS v4.0.1 8.3; PCI DSS v4.0.1 8.4,3,partial; supported,3,partial_source_backed,partial_source_backed_control_refs
github-app-integration-installed,GitHub App Integration Installed,github,github,event,medium,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.9; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-automated-checks,GitHub Code Changes Have Automated Checks,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine,11,6,6,5,CIS Controls v8 7; NIST 800-53 r5 CM-5; NIST 800-53 r5 SI-7; NIST 800-53 r5 SR-11; PCI DSS v4.0.1 6.5,2,supported,1,partial_source_backed,partial_source_backed_control_refs
github-branch-protection-admin,GitHub Branch Protection Enforced for Admins,policy,policy,event,high,active,candidate,github,catalog,source_control_governance,examine,19,8,8,11,CIS Controls v8 5; CIS Controls v8 6; CIS Controls v8 7; ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 CM-5; NIST 800-53 r5 SI-7; NIST 800-53 r5 SR-11; PCI DSS v4.0.1 6.5; PCI DSS v4.0.1 7.2,3,partial; supported,2,partial_source_backed,partial_source_backed_control_refs
github-branch-requires-linear-history,Github Branch Requires Linear History,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-branch-requires-signed-commits,Github Branch Requires Signed Commits,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-code-scanning-critical,GitHub Code Scanning Critical Alert,policy,policy,event,critical,active,candidate,github,catalog,source_control_governance,examine; test,6,2,2,4,CIS Controls v8 7; NIST 800-53 r5 RA-5; NIST 800-53 r5 SI-2; PCI DSS v4.0.1 11.3,3,supported,3,partial_source_backed,partial_source_backed_control_refs
github-code-security-controls-disabled,GitHub Code Security Controls Disabled,github,github,event,high,open,test,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.9; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-codeowners-missing,Github Codeowners Missing,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-dependabot-critical-alert,GitHub Critical Dependabot Alert,policy,policy,event,critical,active,candidate,github,catalog,source_control_governance,examine; test,6,6,6,0,,4,partial; supported,4,source_backed,
github-dependabot-high-alert,GitHub High Dependabot Alert,policy,policy,event,high,active,candidate,github,catalog,source_control_governance,examine; test,6,6,6,0,,4,partial; supported,4,source_backed,
github-dependabot-open-alert,GitHub Dependabot Open Alert,github,github,event,dynamic,open,test,vulnerability,yaml:domain:vulnerability; yaml:evidence_mode:event,vulnerability_management,examine; test,2,1,1,1,ISO 27001:2022 A.12.6,2,partial; supported,2,partial_source_backed,partial_source_backed_control_refs
github-dependabot-security-updates-disabled,Github Dependabot Security Updates Disabled,policy,policy,event,medium,active,candidate,vulnerability,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-oidc-overly-permissive,GitHub Actions OIDC Overly Permissive,policy,policy,event,critical,active,candidate,cicd,catalog,delivery_pipeline_control,examine; test,6,6,6,0,,6,partial; supported,6,source_backed,
github-org-2fa-disabled,GitHub Organization 2FA Not Required,policy,policy,event,high,active,candidate,identity,catalog,source_control_governance,examine; test,6,0,0,6,CIS Controls v8 6; CIS GitHub Benchmark 1.3.1; NIST 800-53 r5 IA-2; NIST 800-53 r5 IA-5; PCI DSS v4.0.1 8.3; PCI DSS v4.0.1 8.4,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-org-auth-control-modified,GitHub Organization Authentication Control Modified,github,github,event,critical,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.9; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-org-ip-allow-list-modified,GitHub Organization IP Allow List Modified,github,github,event,medium,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.9; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-org-owner-role-review-needed,GitHub Organization Owner Needs Review,github,github,graph,medium,open,test,github,yaml:defaults; yaml:domain:github,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.2; SOC 2 CC6.3,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-org-workflow-permissions,GitHub Organization Default Workflow Permissions,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,6,1,1,5,CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; PCI DSS v4.0.1 7.2,1,partial,1,partial_source_backed,partial_source_backed_control_refs
github-organization-owner-added,GitHub Organization Owner Added,github,github,event,high,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.9; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-personal-access-token-created,GitHub Personal Access Token Created,github,github,event,medium,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.9; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-private-repository-forking-enabled,GitHub Private Repository Forking Enabled,github,github,event,medium,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,1,1,1,SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
github-programmatic-credential-review-needed,GitHub Programmatic Credential Needs Review,github,github,graph,medium,open,test,secrets,yaml:defaults; yaml:domain:secrets,secret_management,examine; test,2,2,2,0,,1,partial,1,source_backed,
github-public-repo-branch-protection,GitHub Public Repository Without Branch Protection,policy,policy,event,high,active,candidate,github,catalog,source_control_governance,examine; test,8,1,1,7,CIS Controls v8 12; CIS Controls v8 13; CIS GitHub Benchmark 1.1.3; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
github-repo-branch-protection,GitHub Repository Branch Protection,policy,policy,event,high,active,candidate,github,catalog,source_control_governance,examine; test,3,1,1,2,CIS GitHub Benchmark 1.1.3; NIST 800-53 r5 CM-5,1,supported,1,partial_source_backed,partial_source_backed_control_refs
github-repo-internal-exposed,GitHub Internal Repository Made Public,policy,policy,event,critical,active,candidate,github,catalog,source_control_governance,examine; test,7,1,1,6,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
github-repo-secrets-exposure,GitHub Repository Secrets in Workflow Logs,policy,policy,event,high,active,candidate,github,catalog,source_control_governance,examine; test,11,3,3,8,NIST 800-53 r5 AU-12; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; PCI DSS v4.0.1 10.2; PCI DSS v4.0.1 10.3; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6; SOC 2 CC4,2,supported,2,partial_source_backed,partial_source_backed_control_refs
github-repo-webhook-insecure-ssl,Github Repo Webhook Insecure Ssl,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-repository-collaborator-added,GitHub Repository Collaborator Added,github,github,event,medium,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,1,1,1,SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
github-repository-ruleset-modified,GitHub Repository Ruleset Modified,github,github,event,high,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,1,1,1,SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
github-ruleset-bypass-unrestricted,Github Ruleset Bypass Unrestricted,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-ruleset-required,Github Ruleset Required,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-runner-group-scope,GitHub Runner Group with Broad Repository Access,policy,policy,event,high,active,candidate,github,catalog,source_control_governance,examine; test,13,2,2,11,CIS Controls v8 12; CIS Controls v8 13; CIS Controls v8 5; CIS Controls v8 6; NIST 800-53 r5 AC-2; NIST 800-53 r5 AC-6; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 7.2; SOC 2 CC6.6,2,partial; supported,2,partial_source_backed,partial_source_backed_control_refs
github-runner-public-repo,GitHub Self-Hosted Runner on Public Repository,policy,policy,event,critical,active,candidate,github,catalog,source_control_governance,examine; test,7,1,1,6,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; SOC 2 CC6.6,1,supported,1,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-actions-read,GitHub App Installation All Repos Actions Read,policy,policy,event,medium,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-actions-write,GitHub App Installation All Repos Actions Write,policy,policy,event,critical,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-administration-write,GitHub App Installation All Repos Administration Write,policy,policy,event,critical,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-checks-read,GitHub App Installation All Repos Checks Read,policy,policy,event,medium,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-checks-write,GitHub App Installation All Repos Checks Write,policy,policy,event,high,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-contents-read,GitHub App Installation All Repos Contents Read,policy,policy,event,medium,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-contents-write,GitHub App Installation All Repos Contents Write,policy,policy,event,high,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-deployments-read,GitHub App Installation All Repos Deployments Read,policy,policy,event,medium,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-deployments-write,GitHub App Installation All Repos Deployments Write,policy,policy,event,high,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-environments-read,GitHub App Installation All Repos Environments Read,policy,policy,event,medium,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-environments-write,GitHub App Installation All Repos Environments Write,policy,policy,event,high,active,candidate,github,catalog,github_app_installation_permissions,examine; test,7,4,4,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 AC-2; NIST 800-53 r5 IA-2,5,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-app-installation-all-repos-event-check-run,GitHub App Installation All Repos Event Check Run,policy,policy,event,medium,active,candidate,github,catalog,github_app_installation_events,examine; test,7,6,6,1,NIST 800-53 r5 SI-2,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
