framework,area_id,area_name,evidence_use,area_control_refs,matched_control_refs,finding_id,finding_name,pack_id,source_id,evaluation_mode,severity,status,maturity,purpose
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-sso-required-for-saas-admins,Identity Sso Required For Saas Admins,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.8.5,secrets-least-privilege,Secrets Least Privilege Access,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,aws-iam-no-full-admin,IAM Policies No Full Administrative Privileges,policy,policy,event,critical,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,azure-aks-rbac-enabled,Azure AKS RBAC Enabled,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,container-privileged,Container Privileged Mode Disabled,policy,policy,event,critical,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,github-branch-protection-admin,GitHub Branch Protection Enforced for Admins,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,m365-global-admin-count,Excessive Global Administrators,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,m365-guest-access-review,M365 Guest Users Without Recent Access Review,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,m365-inactive-users,M365 Inactive User Accounts,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,m365-privileged-roles-pim,Privileged Roles Without PIM Controls,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,m365-stale-service-principal,M365 Stale Service Principals,policy,policy,event,low,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,slack-admin-without-sso,Slack Admin Without Sso,policy,policy,event,high,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,slack-app-bot-token-unreviewed,Slack App Bot Token Unreviewed,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,slack-external-shared-channel-unreviewed,Slack External Shared Channel Unreviewed,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.18,slack-guest-user-no-expiry,Slack Guest User No Expiry,policy,policy,event,medium,active,candidate,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16,identity-admin-privilege-granted,Identity Admin Privilege Granted,identity,identity,event,high,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16,identity-api-token-or-oauth-app-created,Identity API Token Or OAuth App Created,identity,identity,event,high,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16,identity-auth-control-lifecycle-tampering,Identity Auth Control Lifecycle Tampering,identity,identity,event,high,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16,identity-external-or-personal-group-member,Identity External Or Personal Group Member,identity,identity,event,medium,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16,identity-mfa-factor-reset-or-disabled,Identity MFA Factor Reset Or Disabled,identity,identity,event,high,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16,identity-privileged-account-without-mfa,Identity Privileged Account Without MFA,identity,identity,event,high,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16,identity-privileged-no-mfa-plus-sensitive-access,Identity Privileged No-MFA Account With Sensitive Access,identity,identity,graph,high,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16,identity-stale-privileged-account,Identity Stale Privileged Account,identity,identity,event,medium,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16,sentinelone-infected-endpoint-privileged-owner,Infected SentinelOne Endpoint Owned By Privileged Identity,sentinelone,sentinelone,graph,critical,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,grc-inactive-identity-active-access,Inactive GRC Identity Still Has Active Access,grc,grc,graph,critical,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,grc-privileged-account-missing-person,Privileged Account Missing GRC Person,grc,grc,graph,high,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-github-active-without-okta-link,Active GitHub Identity With No Linked Okta Identity,identity,github,graph,high,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
ISO 27001:2022,identity-access-chain,Identity and access chain,review_group,ISO 27001:2022 6.1.2; ISO 27001:2022 8.2; ISO 27001:2022 A.5.15; ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.17; ISO 27001:2022 A.5.18; ISO 27001:2022 A.6.1; ISO 27001:2022 A.6.2; ISO 27001:2022 A.6.3; ISO 27001:2022 A.8.1; ISO 27001:2022 A.8.2; ISO 27001:2022 A.8.3; ISO 27001:2022 A.8.5,ISO 27001:2022 A.5.16; ISO 27001:2022 A.5.18,identity-okta-deprovisioned-active-cloud-access,Deprovisioned Okta Identity Still Has Cloud Access,identity,okta,graph,critical,open,test,"Review whether access policy, identity proofing, authentication, entitlement review, and privilege-use findings support a complete access-control packet."
