framework,control_id,control_ref,control_family,coverage_status,coverage_lane,gap_type,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_count,review_context_count,next_action
hipaa,164.408(C),hipaa 164.408(C),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.410(A)(1),hipaa 164.410(A)(1),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.410(A)(2),hipaa 164.410(A)(2),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.410(B),hipaa 164.410(B),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.410(C)(1),hipaa 164.410(C)(1),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.410(C)(2),hipaa 164.410(C)(2),HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.412,hipaa 164.412,HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hipaa,164.414,hipaa 164.414,HIPAA 164.4 Breach Notification,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,AC,hitruste1 AC,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,ALM,hitruste1 ALM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,BCDR,hitruste1 BCDR,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,CM,hitruste1 CM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,DPP,hitruste1 DPP,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,EP,hitruste1 EP,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,ETA,hitruste1 ETA,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,IM,hitruste1 IM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,IPP,hitruste1 IPP,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,MDS,hitruste1 MDS,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,NP,hitruste1 NP,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,PES,hitruste1 PES,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,PM,hitruste1 PM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,PMS,hitruste1 PMS,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,RM,hitruste1 RM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,TP,hitruste1 TP,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,TPA,hitruste1 TPA,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,VM,hitruste1 VM,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
hitruste1,WS,hitruste1 WS,HITRUST e1 HITRUST HITRUST Control Domains,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,6.1.2,iso270012022 6.1.2,ISO 27001:2022 6 Planning,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
iso270012022,8.2,iso270012022 8.2,ISO 27001:2022 8 Operation,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
iso270012022,A.12.6,iso270012022 A.12.6,ISO 27001:2022 A.12 A.12 Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.1,iso270012022 A.5.1,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.10,iso270012022 A.5.10,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.11,iso270012022 A.5.11,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,15,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.12,iso270012022 A.5.12,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,3,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.13,iso270012022 A.5.13,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.14,iso270012022 A.5.14,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.15,iso270012022 A.5.15,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,236,1,1,0,3,Maintain evidence collection and sampling.
iso270012022,A.5.16,iso270012022 A.5.16,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,23,0,0,0,1,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.17,iso270012022 A.5.17,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,381,16,16,0,2,Maintain evidence collection and sampling.
iso270012022,A.5.18,iso270012022 A.5.18,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,37,20,20,6,2,Maintain evidence collection and sampling.
iso270012022,A.5.19,iso270012022 A.5.19,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,7,3,3,0,0,Maintain evidence collection and sampling.
iso270012022,A.5.2,iso270012022 A.5.2,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.20,iso270012022 A.5.20,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,6,2,2,0,0,Maintain evidence collection and sampling.
iso270012022,A.5.21,iso270012022 A.5.21,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,3,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.22,iso270012022 A.5.22,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.23,iso270012022 A.5.23,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,8,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.24,iso270012022 A.5.24,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,26,5,5,0,2,Maintain evidence collection and sampling.
iso270012022,A.5.25,iso270012022 A.5.25,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,24,4,4,0,2,Maintain evidence collection and sampling.
iso270012022,A.5.26,iso270012022 A.5.26,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,11,4,4,0,1,Maintain evidence collection and sampling.
iso270012022,A.5.27,iso270012022 A.5.27,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.28,iso270012022 A.5.28,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.29,iso270012022 A.5.29,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,2,0,0,0,1,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.3,iso270012022 A.5.3,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.30,iso270012022 A.5.30,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,10,0,0,0,1,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.31,iso270012022 A.5.31,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.32,iso270012022 A.5.32,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.33,iso270012022 A.5.33,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.34,iso270012022 A.5.34,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.35,iso270012022 A.5.35,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,4,1,1,0,0,Maintain evidence collection and sampling.
iso270012022,A.5.36,iso270012022 A.5.36,ISO 27001:2022 A.5 Organizational Controls,direct_source_backed,direct,none,2,1,1,0,0,Maintain evidence collection and sampling.
iso270012022,A.5.37,iso270012022 A.5.37,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.4,iso270012022 A.5.4,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.5,iso270012022 A.5.5,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.6,iso270012022 A.5.6,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.7,iso270012022 A.5.7,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,3,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.5.8,iso270012022 A.5.8,ISO 27001:2022 A.5 Organizational Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.5.9,iso270012022 A.5.9,ISO 27001:2022 A.5 Organizational Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.6.1,iso270012022 A.6.1,ISO 27001:2022 A.6 People Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
iso270012022,A.6.2,iso270012022 A.6.2,ISO 27001:2022 A.6 People Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
iso270012022,A.6.3,iso270012022 A.6.3,ISO 27001:2022 A.6 People Controls,direct_control_only,direct,missing_source_backing,1,0,0,0,1,Add source capability or evidence requirements for mapped findings.
iso270012022,A.6.4,iso270012022 A.6.4,ISO 27001:2022 A.6 People Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.6.5,iso270012022 A.6.5,ISO 27001:2022 A.6 People Controls,direct_control_only,direct,missing_source_backing,15,0,0,0,0,Add source capability or evidence requirements for mapped findings.
iso270012022,A.6.6,iso270012022 A.6.6,ISO 27001:2022 A.6 People Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.6.7,iso270012022 A.6.7,ISO 27001:2022 A.6 People Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.6.8,iso270012022 A.6.8,ISO 27001:2022 A.6 People Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.7.1,iso270012022 A.7.1,ISO 27001:2022 A.7 Physical Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.7.10,iso270012022 A.7.10,ISO 27001:2022 A.7 Physical Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
iso270012022,A.7.11,iso270012022 A.7.11,ISO 27001:2022 A.7 Physical Controls,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
